Timestamp,FPS,Status,Score,LockTime,ObjLabel,ObjConf,ObjDist,ObjDirX,ObjDirY,BBox_X1,BBox_Y1,BBox_X2,BBox_Y2
09:42:12,53.47,UNLOCKED,0,0.00,,,,,,,,,
09:42:12,2.22,UNLOCKED,0,0.00,,,,,,,,,
09:42:12,16.85,UNLOCKED,0,0.00,,,,,,,,,
09:42:12,15.93,UNLOCKED,0,0.00,,,,,,,,,
09:42:13,19.73,UNLOCKED,0,0.00,,,,,,,,,
09:42:13,16.39,UNLOCKED,0,0.00,,,,,,,,,
09:42:13,15.62,UNLOCKED,0,0.00,,,,,,,,,
09:42:13,16.84,UNLOCKED,0,0.00,,,,,,,,,
09:42:13,17.10,UNLOCKED,0,0.00,,,,,,,,,
09:42:13,16.88,UNLOCKED,0,0.00,,,,,,,,,
09:42:13,16.26,UNLOCKED,0,0.00,,,,,,,,,
09:42:13,16.63,UNLOCKED,0,0.00,,,,,,,,,
09:42:13,16.89,UNLOCKED,0,0.00,,,,,,,,,
09:42:13,16.85,UNLOCKED,0,0.00,,,,,,,,,
09:42:13,17.20,UNLOCKED,0,0.00,,,,,,,,,
09:42:13,16.85,UNLOCKED,0,0.00,,,,,,,,,
09:42:13,17.10,UNLOCKED,0,0.00,,,,,,,,,
09:42:13,16.62,UNLOCKED,0,0.00,,,,,,,,,
09:42:13,14.30,UNLOCKED,0,0.00,,,,,,,,,
09:42:13,9.35,UNLOCKED,0,0.00,,,,,,,,,
09:42:14,16.44,UNLOCKED,0,0.00,,,,,,,,,
09:42:14,16.35,UNLOCKED,0,0.00,,,,,,,,,
09:42:14,16.46,UNLOCKED,0,0.00,,,,,,,,,
09:42:14,16.30,UNLOCKED,0,0.00,,,,,,,,,
09:42:14,16.65,UNLOCKED,0,0.00,,,,,,,,,
09:42:14,16.63,UNLOCKED,0,0.00,,,,,,,,,
09:42:14,16.54,UNLOCKED,0,0.00,,,,,,,,,
09:42:14,17.10,UNLOCKED,0,0.00,,,,,,,,,
09:42:14,16.51,UNLOCKED,0,0.00,,,,,,,,,
09:42:14,16.76,UNLOCKED,0,0.00,,,,,,,,,
09:42:14,17.20,UNLOCKED,0,0.00,,,,,,,,,
09:42:14,17.25,UNLOCKED,0,0.00,,,,,,,,,
09:42:14,16.93,UNLOCKED,0,0.00,,,,,,,,,
09:42:14,16.39,UNLOCKED,0,0.00,,,,,,,,,
09:42:14,16.49,UNLOCKED,0,0.00,,,,,,,,,
09:42:14,16.29,UNLOCKED,0,0.00,,,,,,,,,
09:42:15,16.16,UNLOCKED,0,0.00,,,,,,,,,
09:42:15,16.47,UNLOCKED,0,0.00,,,,,,,,,
09:42:15,17.29,UNLOCKED,0,0.00,,,,,,,,,
09:42:15,16.41,UNLOCKED,0,0.00,,,,,,,,,
09:42:15,17.10,UNLOCKED,0,0.00,,,,,,,,,
09:42:15,16.90,UNLOCKED,0,0.00,,,,,,,,,
09:42:15,16.66,UNLOCKED,0,0.00,,,,,,,,,
09:42:15,13.18,UNLOCKED,0,0.00,,,,,,,,,
09:42:15,17.19,UNLOCKED,0,0.00,,,,,,,,,
09:42:15,16.36,UNLOCKED,0,0.00,,,,,,,,,
09:42:15,16.56,UNLOCKED,0,0.00,,,,,,,,,
09:42:15,16.94,UNLOCKED,0,0.00,,,,,,,,,
09:42:15,16.20,UNLOCKED,0,0.00,,,,,,,,,
09:42:15,17.02,UNLOCKED,0,0.00,,,,,,,,,
09:42:15,16.62,UNLOCKED,0,0.00,,,,,,,,,
