Timestamp,FPS,Status,Score,LockTime,ObjLabel,ObjConf,ObjDist,ObjDirX,ObjDirY,BBox_X1,BBox_Y1,BBox_X2,BBox_Y2
21:21:31,48.12,LOCKED,0,0.02,FixedWing,0.56,161.90,-83,139,539,474,575,525
21:21:31,1.77,LOCKED,0,0.59,FixedWing,0.56,164.35,-81,143,542,478,577,529
21:21:31,22.39,LOCKED,0,0.63,FixedWing,0.59,164.35,-81,143,541,477,577,529
21:21:31,27.90,LOCKED,0,0.67,FixedWing,0.55,161.06,-76,142,547,476,581,528
21:21:31,21.73,LOCKED,0,0.71,FixedWing,0.39,157.43,-72,140,551,475,585,525
21:21:32,21.95,LOCKED,0,0.76,FixedWing,0.50,150.72,-69,134,554,469,589,520
21:21:32,22.79,LOCKED,0,0.80,FixedWing,0.59,145.84,-62,132,561,466,596,518
21:21:32,22.54,LOCKED,0,0.85,FixedWing,0.38,142.27,-60,129,563,464,598,514
21:21:32,22.21,LOCKED,0,0.89,FixedWing,0.51,130.68,-54,119,568,453,605,506
21:21:32,22.79,LOCKED,0,0.94,FixedWing,0.57,124.89,-51,114,571,449,607,499
21:21:32,16.47,LOCKED,0,1.00,FixedWing,0.66,120.93,-48,111,575,445,610,497
21:21:32,19.69,LOCKED,0,1.05,FixedWing,0.56,115.45,-48,105,575,440,609,491
21:21:32,19.37,LOCKED,0,1.10,FixedWing,0.58,114.49,-50,103,574,438,607,488
21:21:32,23.47,LOCKED,0,1.14,FixedWing,0.57,113.60,-50,102,573,437,607,487
21:21:32,22.52,LOCKED,0,1.19,FixedWing,0.54,115.39,-50,104,573,439,607,490
21:21:32,22.50,LOCKED,0,1.23,FixedWing,0.47,121.64,-54,109,569,443,604,495
21:21:32,22.69,LOCKED,0,1.27,FixedWing,0.43,129.71,-60,115,562,448,599,502
21:21:32,22.87,LOCKED,0,1.32,FixedWing,0.46,138.24,-65,122,557,455,594,510
21:21:32,23.43,LOCKED,0,1.36,FixedWing,0.38,146.77,-70,129,552,463,588,515
21:21:32,23.32,LOCKED,0,1.40,FixedWing,0.42,160.91,-86,136,535,470,574,522
21:21:32,21.48,LOCKED,0,1.45,FixedWing,0.58,174.45,-97,145,524,479,562,532
21:21:32,22.90,UNLOCKED,0,0.00,FixedWing,0.58,194.43,-109,161,510,495,552,547
21:21:32,23.72,UNLOCKED,0,0.00,FixedWing,0.33,212.80,-128,170,492,504,533,556
21:21:32,23.49,UNLOCKED,0,0.00,FixedWing,0.39,229.80,-139,183,480,517,522,569
21:21:32,22.84,UNLOCKED,0,0.00,FixedWing,0.31,247.86,-153,195,465,531,510,580
21:21:32,23.21,UNLOCKED,0,0.00,FixedWing,0.42,260.97,-164,203,456,538,496,588
21:21:32,23.85,UNLOCKED,0,0.00,FixedWing,0.47,263.78,-166,205,451,540,497,591
21:21:33,23.74,UNLOCKED,0,0.00,FixedWing,0.57,265.34,-166,207,452,542,497,593
21:21:33,23.30,UNLOCKED,0,0.00,FixedWing,0.56,267.85,-165,211,455,547,496,596
21:21:33,23.53,UNLOCKED,0,0.00,FixedWing,0.48,265.80,-159,213,461,549,502,598
21:21:33,21.61,UNLOCKED,0,0.00,FixedWing,0.50,261.91,-151,214,467,549,512,599
21:21:33,22.34,UNLOCKED,0,0.00,FixedWing,0.44,258.80,-147,213,472,549,515,598
21:21:33,23.16,UNLOCKED,0,0.00,FixedWing,0.42,250.27,-133,212,484,547,530,597
21:21:33,21.19,UNLOCKED,0,0.00,FixedWing,0.43,244.97,-131,207,487,541,531,593
21:21:33,23.52,UNLOCKED,0,0.00,FixedWing,0.50,235.82,-120,203,496,538,544,588
21:21:33,23.28,UNLOCKED,0,0.00,FixedWing,0.21,235.65,-123,201,494,537,541,585
21:21:33,23.45,UNLOCKED,0,0.00,FixedWing,0.18,235.17,-117,204,503,540,544,588
21:21:33,24.35,UNLOCKED,0,0.00,FixedWing,0.29,231.21,-116,200,504,538,545,583
21:21:33,22.84,UNLOCKED,0,0.00,FixedWing,0.42,228.55,-105,203,509,539,561,588
21:21:33,22.63,UNLOCKED,0,0.00,FixedWing,0.56,234.41,-110,207,508,544,553,591
21:21:33,23.07,UNLOCKED,0,0.00,FixedWing,0.33,243.90,-117,214,501,549,545,599
21:21:33,23.34,UNLOCKED,0,0.00,FixedWing,0.38,251.18,-123,219,492,554,543,605
21:21:33,22.97,UNLOCKED,0,0.00,FixedWing,0.24,268.74,-139,230,478,563,525,617
21:21:33,23.49,UNLOCKED,0,0.00,FixedWing,0.54,276.48,-139,239,476,573,527,625
21:21:33,22.45,UNLOCKED,0,0.00,FixedWing,0.34,287.02,-141,250,473,585,526,636
21:21:33,23.45,UNLOCKED,0,0.00,FixedWing,0.25,302.08,-145,265,470,599,521,651
21:21:33,24.11,UNLOCKED,0,0.00,FixedWing,0.33,312.30,-148,275,470,610,514,660
21:21:33,23.00,UNLOCKED,0,0.00,FixedWing,0.19,322.91,-148,287,469,622,515,673
21:21:33,23.13,UNLOCKED,0,0.00,FixedWing,0.22,331.83,-148,297,468,632,516,682
21:21:33,23.14,UNLOCKED,0,0.00,,,,,,,,,
21:21:34,23.75,UNLOCKED,0,0.00,,,,,,,,,
