Timestamp,FPS,Status,Score,LockTime,ObjLabel,ObjConf,ObjDist,ObjDirX,ObjDirY,BBox_X1,BBox_Y1,BBox_X2,BBox_Y2
19:20:08,43.63,UNLOCKED,0,0.00,,,,,,,,,
19:20:08,5.08,UNLOCKED,0,0.00,,,,,,,,,
19:20:08,21.92,UNLOCKED,0,0.00,,,,,,,,,
19:20:08,20.73,UNLOCKED,0,0.00,,,,,,,,,
19:20:08,22.62,UNLOCKED,0,0.00,,,,,,,,,
19:20:08,22.20,UNLOCKED,0,0.00,,,,,,,,,
19:20:08,20.55,UNLOCKED,0,0.00,,,,,,,,,
19:20:09,20.94,UNLOCKED,0,0.00,,,,,,,,,
19:20:09,19.82,UNLOCKED,0,0.00,,,,,,,,,
19:20:09,21.06,UNLOCKED,0,0.00,,,,,,,,,
19:20:09,19.07,UNLOCKED,0,0.00,,,,,,,,,
19:20:09,16.86,UNLOCKED,0,0.00,,,,,,,,,
19:20:09,23.48,UNLOCKED,0,0.00,,,,,,,,,
19:20:09,23.24,UNLOCKED,0,0.00,,,,,,,,,
19:20:09,24.01,UNLOCKED,0,0.00,,,,,,,,,
19:20:09,23.80,UNLOCKED,0,0.00,,,,,,,,,
19:20:09,23.46,UNLOCKED,0,0.00,FixedWing,0.29,388.17,386,41,868,341,1184,461
19:20:09,21.73,UNLOCKED,0,0.00,,,,,,,,,
19:20:09,23.20,UNLOCKED,0,0.00,,,,,,,,,
19:20:09,21.92,UNLOCKED,0,0.00,FixedWing,0.31,494.85,-494,-29,86,300,207,362
19:20:09,21.81,UNLOCKED,0,0.00,FixedWing,0.35,493.91,-493,-30,84,299,210,362
19:20:09,22.46,UNLOCKED,0,0.00,FixedWing,0.30,415.60,410,68,905,369,1195,487
19:20:09,20.74,UNLOCKED,0,0.00,FixedWing,0.31,495.04,-494,-32,84,295,208,362
19:20:09,19.65,UNLOCKED,0,0.00,FixedWing,0.34,415.28,410,66,907,366,1194,486
19:20:09,16.59,UNLOCKED,0,0.00,FixedWing,0.30,414.97,410,64,905,364,1195,485
19:20:09,17.78,UNLOCKED,0,0.00,FixedWing,0.28,388.97,384,62,854,359,1195,485
19:20:09,16.83,UNLOCKED,0,0.00,FixedWing,0.28,379.44,376,51,855,355,1177,468
19:20:09,20.64,UNLOCKED,0,0.00,FixedWing,0.41,499.03,-498,-32,72,294,212,363
19:20:10,21.84,UNLOCKED,0,0.00,FixedWing,0.37,498.96,-498,-31,71,296,213,363
19:20:10,22.95,UNLOCKED,0,0.00,FixedWing,0.40,502.96,-502,-31,65,295,212,363
19:20:10,23.37,UNLOCKED,0,0.00,FixedWing,0.29,498.03,-497,-32,74,295,212,361
19:20:10,22.91,UNLOCKED,0,0.00,FixedWing,0.30,493.11,-492,-33,86,295,211,360
19:20:10,18.85,UNLOCKED,0,0.00,FixedWing,0.28,379.22,377,41,866,339,1169,463
19:20:10,16.94,UNLOCKED,0,0.00,FixedWing,0.32,500.09,-499,-33,71,294,212,361
19:20:10,17.25,UNLOCKED,0,0.00,FixedWing,0.30,501.02,-500,-32,70,295,211,361
19:20:10,14.11,UNLOCKED,0,0.00,FixedWing,0.29,500.09,-499,-33,70,294,213,361
19:20:10,15.66,UNLOCKED,0,0.00,FixedWing,0.37,499.03,-498,-32,74,295,211,361
19:20:10,15.78,UNLOCKED,0,0.00,FixedWing,0.45,489.05,-488,-32,94,296,211,360
19:20:10,18.19,UNLOCKED,0,0.00,FixedWing,0.42,491.04,-490,-32,89,296,212,360
19:20:10,17.84,UNLOCKED,0,0.00,FixedWing,0.50,494.04,-493,-32,82,296,213,360
19:20:10,19.70,UNLOCKED,0,0.00,FixedWing,0.48,487.99,-487,-31,95,298,212,360
19:20:10,18.79,UNLOCKED,0,0.00,FixedWing,0.46,497.03,-496,-32,76,296,213,360
19:20:10,18.50,UNLOCKED,0,0.00,FixedWing,0.40,498.09,-497,-33,74,294,213,360
19:20:10,20.51,UNLOCKED,0,0.00,FixedWing,0.36,498.09,-497,-33,74,295,213,360
19:20:10,21.77,UNLOCKED,0,0.00,FixedWing,0.44,497.10,-496,-33,73,293,215,361
19:20:10,20.65,UNLOCKED,0,0.00,FixedWing,0.46,496.17,-495,-34,75,293,215,360
19:20:10,21.47,UNLOCKED,0,0.00,FixedWing,0.26,434.25,431,53,924,359,1218,468
19:20:11,22.17,UNLOCKED,0,0.00,FixedWing,0.38,435.12,432,52,928,358,1217,467
19:20:11,19.08,UNLOCKED,0,0.00,FixedWing,0.33,437.60,434,56,929,359,1220,473
19:20:11,20.82,UNLOCKED,0,0.00,FixedWing,0.25,435.88,433,50,926,356,1220,465
19:20:11,22.51,UNLOCKED,0,0.00,FixedWing,0.28,431.27,428,53,925,356,1211,470
19:20:11,22.13,UNLOCKED,0,0.00,,,,,,,,,
19:20:11,21.49,UNLOCKED,0,0.00,FixedWing,0.29,442.94,438,66,934,366,1223,487
19:20:11,22.83,UNLOCKED,0,0.00,,,,,,,,,
