Timestamp,FPS,Status,Score,LockTime,ObjLabel,ObjConf,ObjDist,ObjDirX,ObjDirY,BBox_X1,BBox_Y1,BBox_X2,BBox_Y2
20:19:26,49.99,UNLOCKED,0,0.00,FixedWing,0.84,321.39,245,-208,761,79,1009,225
20:19:27,1.29,UNLOCKED,0,0.00,FixedWing,0.83,269.80,163,-215,677,71,929,220
20:19:27,19.27,UNLOCKED,0,0.00,FixedWing,0.83,258.77,144,-215,658,70,910,220
20:19:27,17.02,UNLOCKED,0,0.00,FixedWing,0.85,249.87,129,-214,642,70,897,222
20:19:27,23.07,UNLOCKED,0,0.00,FixedWing,0.82,245.84,121,-214,633,70,890,223
20:19:27,22.77,UNLOCKED,0,0.00,FixedWing,0.75,239.83,114,-211,625,72,883,227
20:19:27,23.09,UNLOCKED,0,0.00,FixedWing,0.77,233.02,107,-207,616,73,878,233
20:19:27,24.13,UNLOCKED,0,0.00,FixedWing,0.79,226.75,99,-204,609,76,870,236
20:19:27,23.56,UNLOCKED,0,0.00,FixedWing,0.80,221.42,95,-200,607,80,863,240
20:19:27,22.52,UNLOCKED,0,0.00,FixedWing,0.80,216.17,89,-197,606,86,852,241
20:19:27,22.54,UNLOCKED,0,0.00,FixedWing,0.80,206.94,82,-190,601,93,843,247
20:19:27,22.93,UNLOCKED,0,0.00,FixedWing,0.79,200.00,76,-185,598,100,834,251
20:19:27,21.08,UNLOCKED,0,0.00,FixedWing,0.75,191.84,69,-179,590,103,829,259
20:19:27,20.75,UNLOCKED,0,0.00,FixedWing,0.77,182.50,61,-172,583,110,820,266
20:19:27,21.96,UNLOCKED,0,0.00,FixedWing,0.78,171.40,53,-163,578,120,809,275
20:19:27,23.31,UNLOCKED,0,0.00,FixedWing,0.83,162.64,46,-156,569,125,803,284
20:19:27,22.38,LOCKED,0,0.04,FixedWing,0.80,152.80,38,-148,566,136,790,289
20:19:27,22.69,LOCKED,0,0.09,FixedWing,0.76,142.41,31,-139,564,147,778,296
20:19:27,22.41,LOCKED,0,0.13,FixedWing,0.74,133.99,23,-132,562,158,764,299
20:19:27,21.57,LOCKED,0,0.18,FixedWing,0.83,126.29,18,-125,553,161,763,310
20:19:27,22.10,LOCKED,0,0.22,FixedWing,0.80,119.60,12,-119,549,167,756,316
20:19:27,21.70,LOCKED,0,0.27,FixedWing,0.77,113.11,5,-113,545,174,745,320
20:19:28,22.81,LOCKED,0,0.31,FixedWing,0.72,108.00,0,-108,541,179,740,325
20:19:28,22.03,LOCKED,0,0.36,FixedWing,0.71,106.17,-6,-106,536,181,732,327
20:19:28,22.94,LOCKED,0,0.40,FixedWing,0.73,104.39,-9,-104,534,183,729,330
20:19:28,21.75,LOCKED,0,0.45,FixedWing,0.76,104.69,-12,-104,533,184,724,329
20:19:28,21.87,LOCKED,0,0.50,FixedWing,0.77,104.09,-15,-103,529,183,722,331
20:19:28,22.83,LOCKED,0,0.54,FixedWing,0.74,105.38,-17,-104,528,183,719,330
20:19:28,21.89,LOCKED,0,0.59,FixedWing,0.75,107.69,-19,-106,527,182,715,327
20:19:28,21.82,LOCKED,0,0.63,FixedWing,0.81,110.42,-23,-108,527,182,708,322
20:19:28,21.34,LOCKED,0,0.68,FixedWing,0.82,115.52,-24,-113,527,177,706,317
20:19:28,22.69,LOCKED,0,0.72,FixedWing,0.79,123.56,-25,-121,527,170,703,309
20:19:28,23.04,LOCKED,0,0.77,FixedWing,0.76,128.46,-25,-126,528,166,702,303
20:19:28,23.29,LOCKED,0,0.81,FixedWing,0.77,136.31,-25,-134,529,158,702,294
20:19:28,23.76,LOCKED,0,0.85,FixedWing,0.79,142.58,-27,-140,527,152,700,288
20:19:28,22.81,UNLOCKED,0,0.00,FixedWing,0.80,152.90,-24,-151,529,140,703,278
20:19:28,22.71,UNLOCKED,0,0.00,FixedWing,0.78,160.80,-24,-159,532,135,700,268
20:19:28,22.84,UNLOCKED,0,0.00,FixedWing,0.77,166.46,-22,-165,535,129,702,261
20:19:28,23.46,UNLOCKED,0,0.00,FixedWing,0.75,172.05,-19,-171,536,122,706,257
20:19:28,22.65,UNLOCKED,0,0.00,FixedWing,0.72,177.55,-14,-177,545,120,707,247
20:19:28,20.45,UNLOCKED,0,0.00,FixedWing,0.69,175.29,-10,-175,549,121,712,249
20:19:28,22.73,UNLOCKED,0,0.00,FixedWing,0.74,174.03,-3,-174,558,124,717,249
20:19:28,22.84,UNLOCKED,0,0.00,FixedWing,0.81,170.07,5,-170,569,131,721,250
20:19:28,23.23,UNLOCKED,0,0.00,FixedWing,0.75,164.51,13,-164,580,139,727,253
20:19:28,22.87,UNLOCKED,0,0.00,FixedWing,0.79,156.28,20,-155,590,151,730,259
20:19:29,23.63,LOCKED,0,0.04,FixedWing,0.74,148.07,30,-145,603,164,737,267
20:19:29,21.98,LOCKED,0,0.09,FixedWing,0.72,138.50,35,-134,611,177,740,276
20:19:29,22.71,LOCKED,0,0.13,FixedWing,0.76,127.76,41,-121,619,192,743,286
20:19:29,23.80,LOCKED,0,0.17,FixedWing,0.75,120.02,48,-110,629,206,747,294
20:19:29,23.59,LOCKED,0,0.22,FixedWing,0.73,110.94,52,-98,635,220,749,304
20:19:29,23.81,LOCKED,0,0.26,FixedWing,0.74,104.01,57,-87,641,232,753,314
20:19:29,22.54,LOCKED,0,0.30,FixedWing,0.70,96.83,60,-76,646,245,755,324
20:19:29,23.47,LOCKED,0,0.35,FixedWing,0.65,89.10,63,-63,652,261,754,334
20:19:29,22.75,LOCKED,0,0.39,FixedWing,0.65,81.84,64,-51,658,276,751,342
20:19:29,22.88,LOCKED,0,0.43,FixedWing,0.69,75.80,65,-39,658,288,752,354
20:19:29,23.17,LOCKED,0,0.48,FixedWing,0.62,73.41,67,-30,660,298,754,363
20:19:29,23.08,LOCKED,0,0.52,FixedWing,0.68,71.17,68,-21,663,308,754,371
